"Date","Price","Open","High","Low","Change %"
"Dec 05, 2018","144.13","143.44","144.56","143.25","0.47%"
"Dec 04, 2018","143.46","144.64","144.79","142.85","-0.81%"
"Dec 03, 2018","144.63","144.89","145.62","144.17","-0.09%"
"Nov 30, 2018","144.76","145.19","145.31","144.60","-0.30%"
"Nov 29, 2018","145.19","145.81","145.84","144.51","-0.43%"
"Nov 28, 2018","145.81","145.03","145.85","144.84","0.52%"
"Nov 27, 2018","145.06","145.78","145.81","144.60","-0.50%"
"Nov 26, 2018","145.79","145.19","145.79","144.59","0.73%"
"Nov 23, 2018","144.74","145.44","145.56","144.35","-0.49%"
"Nov 22, 2018","145.46","144.47","145.97","144.25","0.69%"
"Nov 21, 2018","144.46","144.21","144.91","144.03","0.17%"
"Nov 20, 2018","144.21","144.65","144.93","143.99","-0.30%"
"Nov 19, 2018","144.65","144.75","145.35","144.29","-0.15%"
"Nov 16, 2018","144.87","145.19","145.48","144.59","-0.21%"
"Nov 15, 2018","145.18","147.61","147.95","144.26","-1.69%"
"Nov 14, 2018","147.67","147.66","148.46","146.30","0.01%"
"Nov 13, 2018","147.66","146.25","148.74","145.99","0.96%"
"Nov 12, 2018","146.26","147.54","147.62","146.09","-0.98%"
"Nov 09, 2018","147.71","149.01","149.18","147.49","-0.86%"
"Nov 08, 2018","148.99","149.00","149.49","148.56","-0.01%"
"Nov 07, 2018","149.01","148.59","149.26","148.32","0.28%"
"Nov 06, 2018","148.59","147.63","148.74","147.30","0.67%"
"Nov 05, 2018","147.60","147.44","147.84","146.87","0.51%"
"Nov 02, 2018","146.85","146.66","147.31","146.31","0.13%"
"Nov 01, 2018","146.66","144.21","146.93","144.03","1.71%"
"Oct 31, 2018","144.19","143.74","145.15","143.59","0.33%"
"Oct 30, 2018","143.71","143.76","144.43","143.22","-0.03%"
"Oct 29, 2018","143.76","143.55","144.42","143.31","0.11%"
"Oct 26, 2018","143.60","144.10","144.27","142.77","-0.33%"
"Oct 25, 2018","144.08","144.62","145.07","144.02","-0.36%"
"Oct 24, 2018","144.60","146.00","146.33","144.41","-0.95%"
"Oct 23, 2018","145.99","146.23","146.41","145.26","-0.18%"
"Oct 22, 2018","146.25","147.11","147.63","146.04","-0.59%"
"Oct 19, 2018","147.12","146.04","147.35","145.98","0.73%"
"Oct 18, 2018","146.06","147.72","147.93","145.81","-1.14%"
"Oct 17, 2018","147.74","148.00","148.29","147.03","-0.20%"
"Oct 16, 2018","148.03","147.00","148.43","146.91","0.69%"
"Oct 15, 2018","147.01","147.43","147.77","146.52","-0.41%"
"Oct 12, 2018","147.61","148.44","149.04","147.15","-0.56%"
"Oct 11, 2018","148.44","148.16","148.81","147.79","0.19%"
"Oct 10, 2018","148.16","148.46","149.31","148.03","-0.21%"
"Oct 09, 2018","148.47","148.24","148.77","147.33","0.17%"
"Oct 08, 2018","148.22","149.04","149.53","147.47","-0.68%"
"Oct 05, 2018","149.24","148.33","149.29","148.06","0.61%"
"Oct 04, 2018","148.34","148.22","148.66","147.69","0.09%"
"Oct 03, 2018","148.21","147.53","148.61","147.24","0.46%"
"Oct 02, 2018","147.53","148.59","148.75","147.18","-0.71%"
"Oct 01, 2018","148.59","148.15","149.38","148.09","0.30%"
"Sep 28, 2018","148.15","148.32","148.68","147.53","-0.10%"
"Sep 27, 2018","148.30","148.44","148.77","147.58","-0.08%"
"Sep 26, 2018","148.42","149.03","149.14","148.27","-0.35%"
"Sep 25, 2018","148.94","147.99","149.03","147.76","0.63%"
"Sep 24, 2018","148.01","147.22","148.34","146.62","0.54%"
"Sep 21, 2018","147.22","149.26","149.74","146.98","-1.36%"
"Sep 20, 2018","149.25","147.59","149.32","147.34","1.12%"
"Sep 19, 2018","147.59","147.74","148.55","147.16","-0.10%"
"Sep 18, 2018","147.74","147.18","147.94","146.78","0.39%"
"Sep 17, 2018","147.17","146.43","147.50","146.28","0.52%"
"Sep 14, 2018","146.41","146.72","147.03","146.26","-0.20%"
"Sep 13, 2018","146.70","145.16","146.85","144.99","1.05%"
"Sep 12, 2018","145.18","145.49","145.66","144.65","-0.23%"
"Sep 11, 2018","145.52","144.76","145.95","144.41","0.53%"
"Sep 10, 2018","144.75","143.56","145.06","143.06","0.84%"
"Sep 07, 2018","143.54","143.25","144.46","142.64","0.21%"
"Sep 06, 2018","143.24","143.93","144.28","142.94","-0.49%"
"Sep 05, 2018","143.95","143.26","144.99","142.66","0.46%"
"Sep 04, 2018","143.29","142.93","143.43","142.60","0.21%"
"Sep 03, 2018","142.99","144.09","144.09","142.84","-0.68%"
"Aug 31, 2018","143.97","144.41","144.74","143.51","-0.30%"
"Aug 30, 2018","144.41","145.47","145.74","144.38","-0.73%"
"Aug 29, 2018","145.47","143.19","145.60","142.81","1.59%"
"Aug 28, 2018","143.19","143.23","143.71","143.05","-0.02%"
"Aug 27, 2018","143.22","142.86","143.31","142.52","0.17%"
"Aug 24, 2018","142.98","142.65","143.29","142.52","0.22%"
"Aug 23, 2018","142.66","142.75","143.06","142.44","-0.06%"
"Aug 22, 2018","142.74","142.29","142.84","141.99","0.30%"
"Aug 21, 2018","142.31","140.88","142.73","140.66","1.03%"
"Aug 20, 2018","140.86","140.60","141.25","140.60","-0.04%"
"Aug 17, 2018","140.92","141.06","141.21","140.23","-0.10%"
"Aug 16, 2018","141.06","140.60","141.35","140.21","0.31%"
"Aug 15, 2018","140.62","141.47","141.81","139.88","-0.58%"
"Aug 14, 2018","141.44","141.34","142.50","141.00","0.04%"
"Aug 13, 2018","141.38","141.65","141.88","140.25","-0.20%"
"Aug 10, 2018","141.66","142.46","142.60","140.96","-0.56%"
"Aug 09, 2018","142.46","142.97","143.53","142.35","-0.36%"
"Aug 08, 2018","142.97","144.12","144.31","142.72","-0.80%"
"Aug 07, 2018","144.12","144.21","144.47","143.79","-0.05%"
"Aug 06, 2018","144.19","144.75","144.78","144.03","-0.37%"
"Aug 03, 2018","144.73","145.37","145.57","144.49","-0.43%"
"Aug 02, 2018","145.35","146.63","146.68","144.97","-0.89%"
"Aug 01, 2018","146.65","146.86","147.17","146.29","-0.14%"
"Jul 31, 2018","146.85","145.91","147.03","145.37","0.67%"
"Jul 30, 2018","145.87","145.41","145.96","145.31","0.19%"
"Jul 27, 2018","145.59","145.82","145.87","145.25","-0.15%"
"Jul 26, 2018","145.81","146.34","146.54","145.74","-0.38%"
"Jul 25, 2018","146.37","146.16","146.53","145.69","0.13%"
"Jul 24, 2018","146.18","145.87","146.37","145.44","0.20%"
"Jul 23, 2018","145.89","146.52","146.52","145.67","-0.29%"
"Jul 20, 2018","146.32","146.35","146.69","145.97","-0.03%"
"Jul 19, 2018","146.36","147.51","147.63","146.15","-0.81%"
"Jul 18, 2018","147.55","148.04","148.26","146.83","-0.34%"
"Jul 17, 2018","148.05","148.62","149.12","147.60","-0.39%"
"Jul 16, 2018","148.63","148.64","149.35","148.42","-0.06%"
"Jul 13, 2018","148.72","148.66","148.77","147.64","0.04%"
"Jul 12, 2018","148.66","147.91","148.94","147.78","0.50%"
"Jul 11, 2018","147.92","147.39","148.17","146.81","0.39%"
"Jul 10, 2018","147.35","147.00","147.82","146.82","0.26%"
"Jul 09, 2018","146.97","147.00","147.62","146.09","0.15%"
"Jul 06, 2018","146.75","146.32","146.82","146.13","0.29%"
"Jul 05, 2018","146.32","146.18","146.90","145.84","0.10%"
"Jul 04, 2018","146.18","145.96","146.41","145.57","0.19%"
"Jul 03, 2018","145.91","145.76","146.42","145.29","0.11%"
"Jul 02, 2018","145.75","145.84","146.50","145.16","-0.30%"
"Jun 29, 2018","146.19","144.50","146.35","144.34","1.17%"
"Jun 28, 2018","144.50","144.60","144.72","143.76","-0.06%"
"Jun 27, 2018","144.58","145.59","145.74","144.51","-0.68%"
"Jun 26, 2018","145.57","145.81","145.85","144.96","-0.12%"
"Jun 25, 2018","145.75","146.05","146.21","144.69","-0.12%"
"Jun 22, 2018","145.92","145.74","146.67","145.46","0.11%"
"Jun 21, 2018","145.76","145.38","146.25","144.59","0.27%"
"Jun 20, 2018","145.37","145.05","145.64","144.57","0.22%"
"Jun 19, 2018","145.05","146.42","146.53","144.37","-0.93%"
"Jun 18, 2018","146.41","146.78","147.09","146.09","-0.42%"
"Jun 15, 2018","147.03","146.72","147.10","146.26","0.21%"
"Jun 14, 2018","146.72","147.56","147.87","146.65","-0.59%"
"Jun 13, 2018","147.59","147.61","147.94","147.21","0.00%"
"Jun 12, 2018","147.59","147.25","148.03","147.12","0.29%"
"Jun 11, 2018","147.17","146.83","147.87","146.45","0.16%"
"Jun 08, 2018","146.93","147.25","147.47","146.09","-0.22%"
"Jun 07, 2018","147.25","147.80","148.17","146.90","-0.37%"
"Jun 06, 2018","147.79","147.09","148.05","146.96","0.48%"
"Jun 05, 2018","147.09","146.19","147.16","146.04","0.62%"
"Jun 04, 2018","146.19","146.14","146.93","145.83","-0.02%"
"Jun 01, 2018","146.22","144.71","146.31","144.47","1.02%"
"May 31, 2018","144.74","144.74","145.34","144.11","-0.01%"
"May 30, 2018","144.75","144.13","145.09","143.58","0.42%"
"May 29, 2018","144.15","145.66","145.76","143.21","-1.05%"
"May 28, 2018","145.68","145.56","146.23","145.32","0.06%"
"May 25, 2018","145.59","146.19","146.76","145.28","-0.41%"
"May 24, 2018","146.19","146.94","147.29","145.69","-0.49%"
"May 23, 2018","146.91","149.00","149.06","145.93","-1.40%"
"May 22, 2018","149.00","149.16","149.75","148.75","-0.10%"
"May 21, 2018","149.15","149.35","149.68","148.82","-0.05%"
"May 18, 2018","149.22","149.74","150.04","149.09","-0.33%"
"May 17, 2018","149.72","148.91","149.88","148.76","0.55%"
"May 16, 2018","148.90","149.03","149.13","148.16","-0.09%"
"May 15, 2018","149.04","148.68","149.24","148.37","0.26%"
"May 14, 2018","148.66","148.28","149.09","147.97","0.34%"
"May 11, 2018","148.16","147.89","148.52","147.58","0.18%"
"May 10, 2018","147.90","148.66","149.34","147.45","-0.51%"
"May 09, 2018","148.66","147.81","149.22","147.69","0.56%"
"May 08, 2018","147.83","147.91","148.11","147.04","-0.05%"
"May 07, 2018","147.90","147.71","148.30","147.34","0.15%"
"May 04, 2018","147.68","148.25","148.32","147.06","-0.38%"
"May 03, 2018","148.25","149.16","149.50","147.59","-0.62%"
"May 02, 2018","149.18","149.57","150.13","148.97","-0.26%"
"May 01, 2018","149.57","150.48","150.64","149.13","-0.66%"
"Apr 30, 2018","150.57","150.29","150.84","149.84","0.21%"
"Apr 27, 2018","150.26","152.13","152.31","150.21","-1.26%"
"Apr 26, 2018","152.17","152.45","152.76","151.94","-0.18%"
"Apr 25, 2018","152.44","152.12","152.59","152.02","0.23%"
"Apr 24, 2018","152.09","151.53","152.63","151.40","0.35%"
"Apr 23, 2018","151.56","150.94","151.66","150.74","0.52%"
"Apr 20, 2018","150.78","151.26","151.73","150.65","-0.35%"
"Apr 19, 2018","151.31","152.31","152.99","151.07","-0.66%"
"Apr 18, 2018","152.31","152.88","153.65","152.03","-0.38%"
"Apr 17, 2018","152.89","153.60","153.79","152.77","-0.44%"
"Apr 16, 2018","153.57","152.94","153.79","152.65","0.46%"
"Apr 13, 2018","152.87","152.70","153.88","152.55","0.10%"
"Apr 12, 2018","152.71","151.41","152.92","151.18","0.87%"
"Apr 11, 2018","151.40","151.95","152.27","151.27","-0.38%"
"Apr 10, 2018","151.97","150.88","152.19","150.72","0.73%"
"Apr 09, 2018","150.87","150.74","151.53","150.49","0.12%"
"Apr 06, 2018","150.69","150.38","151.26","149.90","0.21%"
"Apr 05, 2018","150.37","150.36","150.71","149.96","0.01%"
"Apr 04, 2018","150.36","149.86","150.45","148.77","0.33%"
"Apr 03, 2018","149.87","148.74","150.00","148.50","0.76%"
"Apr 02, 2018","148.74","149.16","149.72","148.40","-0.15%"
"Mar 30, 2018","148.97","149.19","149.58","148.85","-0.15%"
"Mar 29, 2018","149.19","150.43","150.51","149.02","-0.82%"
"Mar 28, 2018","150.43","149.10","150.65","149.03","0.87%"
"Mar 27, 2018","149.13","150.01","150.53","148.96","-0.57%"
"Mar 26, 2018","149.98","148.12","150.15","147.83","1.32%"
"Mar 23, 2018","148.03","148.40","149.01","147.66","-0.26%"
"Mar 22, 2018","148.41","149.97","150.19","148.25","-1.04%"
"Mar 21, 2018","149.97","149.14","150.34","148.94","0.56%"
"Mar 20, 2018","149.13","148.78","149.79","148.54","0.23%"
"Mar 19, 2018","148.79","147.83","149.70","147.04","0.71%"
"Mar 16, 2018","147.74","148.22","148.29","147.22","-0.32%"
"Mar 15, 2018","148.22","148.44","148.54","147.44","-0.15%"
"Mar 14, 2018","148.44","148.78","149.19","147.71","-0.24%"
"Mar 13, 2018","148.79","147.99","149.43","147.75","0.55%"
"Mar 12, 2018","147.97","147.94","148.24","147.41","0.05%"
"Mar 09, 2018","147.90","146.71","148.60","146.61","0.82%"
"Mar 08, 2018","146.69","147.44","147.69","146.37","-0.52%"
"Mar 07, 2018","147.46","147.38","147.60","146.21","0.05%"
"Mar 06, 2018","147.38","147.10","148.05","146.53","0.20%"
"Mar 05, 2018","147.08","145.78","147.14","145.07","0.75%"
"Mar 02, 2018","145.99","146.38","146.50","144.97","-0.25%"
"Mar 01, 2018","146.35","146.81","147.50","146.00","-0.30%"
"Feb 28, 2018","146.79","149.29","149.53","146.69","-1.67%"
"Feb 27, 2018","149.29","149.37","149.84","148.82","-0.06%"
"Feb 26, 2018","149.38","149.37","150.09","148.97","0.06%"
"Feb 23, 2018","149.29","148.97","149.53","148.63","0.17%"
"Feb 22, 2018","149.04","150.01","150.06","148.53","-0.64%"
"Feb 21, 2018","150.00","150.24","150.95","149.43","-0.15%"
"Feb 20, 2018","150.22","149.30","150.43","149.07","0.62%"
"Feb 19, 2018","149.29","149.19","149.50","148.87","0.00%"
"Feb 16, 2018","149.29","149.63","150.00","148.78","-0.22%"
"Feb 15, 2018","149.62","149.79","150.22","148.92","-0.12%"
"Feb 14, 2018","149.80","149.82","150.05","147.94","0.01%"
"Feb 13, 2018","149.79","150.33","150.64","148.95","-0.37%"
"Feb 12, 2018","150.35","150.44","150.84","149.66","-0.13%"
"Feb 09, 2018","150.54","151.31","152.79","148.91","-0.51%"
"Feb 08, 2018","151.31","151.75","154.04","150.81","-0.30%"
"Feb 07, 2018","151.76","152.84","153.18","151.33","-0.69%"
"Feb 06, 2018","152.82","152.25","152.94","151.19","0.35%"
"Feb 05, 2018","152.29","155.66","155.66","152.25","-2.06%"
"Feb 02, 2018","155.50","156.06","156.65","155.41","-0.36%"
"Feb 01, 2018","156.06","154.94","156.47","154.91","0.69%"
"Jan 31, 2018","154.99","153.88","155.38","153.56","0.72%"
"Jan 30, 2018","153.88","153.35","154.10","151.97","0.35%"
"Jan 29, 2018","153.34","153.85","154.04","152.81","-0.47%"
"Jan 26, 2018","154.06","154.79","155.88","153.44","-0.44%"
"Jan 25, 2018","154.74","155.53","156.09","154.40","-0.53%"
"Jan 24, 2018","155.57","154.43","155.74","154.12","0.73%"
"Jan 23, 2018","154.44","155.16","155.44","153.71","-0.46%"
"Jan 22, 2018","155.16","153.65","155.26","153.44","1.12%"
"Jan 19, 2018","153.44","154.37","154.47","153.10","-0.60%"
"Jan 18, 2018","154.37","153.89","154.62","153.62","0.33%"
"Jan 17, 2018","153.86","152.35","154.31","152.13","1.00%"
"Jan 16, 2018","152.34","152.44","153.13","152.04","-0.08%"
"Jan 15, 2018","152.46","152.54","152.86","151.94","0.01%"
"Jan 12, 2018","152.45","150.63","152.68","150.51","1.21%"
"Jan 11, 2018","150.62","150.50","151.04","150.19","0.07%"
"Jan 10, 2018","150.51","152.54","152.63","150.37","-1.32%"
"Jan 09, 2018","152.53","153.47","153.62","151.93","-0.59%"
"Jan 08, 2018","153.44","153.46","153.71","152.85","-0.01%"
"Jan 05, 2018","153.46","152.81","153.78","152.72","0.43%"
"Jan 04, 2018","152.81","152.05","152.99","151.97","0.49%"
"Jan 03, 2018","152.06","152.59","152.85","151.75","-0.35%"
"Jan 02, 2018","152.59","152.16","152.78","151.85","0.31%"
"Jan 01, 2018","152.12","152.28","152.35","152.03","-0.11%"
"Dec 29, 2017","152.29","151.76","152.55","151.52","0.36%"
"Dec 28, 2017","151.75","151.87","152.00","151.47","-0.07%"
"Dec 27, 2017","151.86","151.45","152.12","151.33","0.28%"
"Dec 26, 2017","151.44","151.44","151.62","151.19","0.00%"
"Dec 25, 2017","151.44","151.31","151.78","151.31","0.05%"
"Dec 22, 2017","151.36","151.69","151.91","151.20","-0.22%"
"Dec 21, 2017","151.70","151.65","151.94","151.27","0.03%"
"Dec 20, 2017","151.66","151.12","152.04","151.06","0.36%"
"Dec 19, 2017","151.11","150.61","151.29","150.36","0.33%"
"Dec 18, 2017","150.62","150.19","151.04","149.85","0.43%"
"Dec 15, 2017","149.98","150.94","151.06","149.42","-0.64%"
"Dec 14, 2017","150.95","151.03","151.90","150.63","-0.05%"
"Dec 13, 2017","151.03","151.22","151.54","150.47","-0.12%"
"Dec 12, 2017","151.21","151.48","151.78","151.02","-0.17%"
"Dec 11, 2017","151.47","152.00","152.35","151.24","-0.33%"
"Dec 08, 2017","151.97","152.38","153.44","151.62","-0.26%"
"Dec 07, 2017","152.37","150.38","152.48","150.14","1.32%"
"Dec 06, 2017","150.38","151.35","151.49","149.75","-0.65%"
"Dec 05, 2017","151.36","151.51","151.84","150.52","-0.11%"
"Dec 04, 2017","151.53","151.13","152.98","151.13","0.32%"
"Dec 01, 2017","151.04","152.20","152.53","150.57","-0.78%"
"Nov 30, 2017","152.22","150.08","152.43","149.99","1.42%"
"Nov 29, 2017","150.09","148.69","150.44","148.66","0.92%"
"Nov 28, 2017","148.72","147.91","149.31","146.99","0.51%"
"Nov 27, 2017","147.96","148.76","148.88","147.82","-0.55%"
"Nov 24, 2017","148.78","148.01","149.01","147.93","0.52%"
"Nov 23, 2017","148.01","148.22","148.53","147.81","-0.13%"
"Nov 22, 2017","148.21","148.87","149.02","148.01","-0.44%"
"Nov 21, 2017","148.87","149.06","149.43","148.63","-0.13%"
"Nov 20, 2017","149.06","148.14","149.25","147.60","0.65%"
"Nov 17, 2017","148.10","149.19","149.34","147.94","-0.73%"
"Nov 16, 2017","149.19","148.68","149.48","148.51","0.34%"
"Nov 15, 2017","148.68","149.37","149.41","148.12","-0.46%"
"Nov 14, 2017","149.37","149.03","149.59","148.62","0.23%"
"Nov 13, 2017","149.03","149.68","149.84","148.06","-0.48%"
"Nov 10, 2017","149.75","149.18","150.01","148.82","0.40%"
"Nov 09, 2017","149.16","149.35","149.72","148.44","-0.13%"
"Nov 08, 2017","149.35","150.10","150.17","148.53","-0.51%"
"Nov 07, 2017","150.12","149.78","150.35","149.63","0.24%"
"Nov 06, 2017","149.76","149.24","149.93","148.93","0.40%"
"Nov 03, 2017","149.16","149.00","149.69","148.71","0.11%"
"Nov 02, 2017","148.99","151.24","151.56","148.66","-1.49%"
"Nov 01, 2017","151.24","150.97","152.01","150.91","0.20%"
"Oct 31, 2017","150.94","149.45","151.09","149.18","0.97%"
"Oct 30, 2017","149.49","149.28","150.04","148.96","0.16%"
"Oct 27, 2017","149.25","150.00","150.09","148.91","-0.50%"
"Oct 26, 2017","150.00","150.88","150.94","149.76","-0.58%"
"Oct 25, 2017","150.87","149.58","151.42","149.27","0.84%"
"Oct 24, 2017","149.62","149.71","150.12","149.12","-0.06%"
"Oct 23, 2017","149.71","149.94","150.50","149.47","-0.01%"
"Oct 20, 2017","149.72","148.10","149.85","148.00","1.09%"
"Oct 19, 2017","148.10","149.14","149.47","147.90","-0.69%"
"Oct 18, 2017","149.13","148.00","149.15","147.88","0.76%"
"Oct 17, 2017","148.01","148.66","149.10","147.74","-0.44%"
"Oct 16, 2017","148.66","148.87","149.04","148.16","0.03%"
"Oct 13, 2017","148.62","148.91","149.31","148.47","-0.19%"
"Oct 12, 2017","148.91","148.76","149.18","147.29","0.11%"
"Oct 11, 2017","148.75","148.48","148.88","147.85","0.18%"
"Oct 10, 2017","148.49","148.06","148.56","147.75","0.28%"
"Oct 09, 2017","148.07","147.28","148.59","146.91","0.60%"
"Oct 06, 2017","147.18","148.00","148.09","147.03","-0.55%"
"Oct 05, 2017","148.00","149.32","149.49","147.66","-0.92%"
"Oct 04, 2017","149.37","149.38","149.94","149.03","-0.03%"
"Oct 03, 2017","149.41","149.72","150.26","149.28","-0.21%"
"Oct 02, 2017","149.72","150.59","151.01","149.28","-0.65%"
"Sep 29, 2017","150.70","151.01","151.32","150.20","-0.21%"
"Sep 28, 2017","151.02","151.05","151.62","150.48","-0.01%"
"Sep 27, 2017","151.04","151.04","151.63","150.56","-0.01%"
"Sep 26, 2017","151.05","150.48","151.12","149.99","0.39%"
"Sep 25, 2017","150.47","151.10","152.31","149.75","-0.42%"
"Sep 22, 2017","151.10","152.75","152.84","150.68","-1.08%"
"Sep 21, 2017","152.75","151.43","152.90","151.38","0.87%"
"Sep 20, 2017","151.44","150.76","152.31","150.46","0.46%"
"Sep 19, 2017","150.75","150.57","151.62","150.13","0.13%"
"Sep 18, 2017","150.56","150.59","151.53","150.15","-0.07%"
"Sep 15, 2017","150.67","147.68","151.55","146.59","2.02%"
"Sep 14, 2017","147.68","145.96","148.37","145.29","1.18%"
"Sep 13, 2017","145.96","146.35","146.69","145.69","-0.27%"
"Sep 12, 2017","146.35","144.03","146.56","143.91","1.62%"
"Sep 11, 2017","144.01","142.84","144.21","142.56","1.17%"
"Sep 08, 2017","142.34","142.09","142.57","141.33","0.18%"
"Sep 07, 2017","142.09","142.47","142.72","141.47","-0.27%"
"Sep 06, 2017","142.47","141.81","142.72","141.37","0.46%"
"Sep 05, 2017","141.82","141.92","141.97","141.17","-0.06%"
"Sep 04, 2017","141.91","141.76","142.50","141.48","-0.62%"
"Sep 01, 2017","142.79","142.21","143.01","142.06","0.41%"
"Aug 31, 2017","142.21","142.47","142.93","141.56","-0.20%"
"Aug 30, 2017","142.49","141.80","142.80","141.56","0.49%"
"Aug 29, 2017","141.80","141.28","142.01","140.00","0.36%"
"Aug 28, 2017","141.29","141.06","141.47","140.43","0.25%"
"Aug 25, 2017","140.94","140.25","140.96","140.12","0.51%"
"Aug 24, 2017","140.23","139.52","140.46","139.29","0.48%"
"Aug 23, 2017","139.56","140.50","140.84","139.41","-0.68%"
"Aug 22, 2017","140.51","140.56","141.06","140.03","-0.06%"
"Aug 21, 2017","140.59","140.72","140.91","140.12","-0.01%"
"Aug 18, 2017","140.60","141.00","141.17","139.82","-0.28%"
"Aug 17, 2017","141.00","142.07","142.16","140.87","-0.75%"
"Aug 16, 2017","142.07","142.45","143.14","141.70","-0.26%"
"Aug 15, 2017","142.44","142.14","143.24","141.94","0.21%"
"Aug 14, 2017","142.14","141.89","142.76","141.75","0.05%"
"Aug 11, 2017","142.07","141.72","142.10","141.21","0.25%"
"Aug 10, 2017","141.71","143.10","143.35","141.62","-1.01%"
"Aug 09, 2017","143.16","143.31","143.44","142.25","-0.10%"
"Aug 08, 2017","143.31","144.34","144.50","143.15","-0.72%"
"Aug 07, 2017","144.35","144.16","144.78","144.12","0.04%"
"Aug 04, 2017","144.29","144.56","145.29","144.19","-0.21%"
"Aug 03, 2017","144.59","146.47","146.81","144.35","-1.25%"
"Aug 02, 2017","146.42","145.70","146.83","145.65","0.48%"
"Aug 01, 2017","145.72","145.72","146.22","145.41","0.01%"
"Jul 31, 2017","145.70","145.28","145.85","144.79","0.23%"
"Jul 28, 2017","145.37","145.38","145.81","144.99","0.01%"
"Jul 27, 2017","145.35","145.91","146.61","145.12","-0.36%"
"Jul 26, 2017","145.87","145.74","146.44","145.48","0.09%"
"Jul 25, 2017","145.74","144.75","145.91","144.44","0.68%"
"Jul 24, 2017","144.76","144.28","145.03","144.01","0.24%"
"Jul 21, 2017","144.41","145.21","145.38","144.06","-0.53%"
"Jul 20, 2017","145.18","145.79","146.31","144.66","-0.40%"
"Jul 19, 2017","145.77","146.14","146.35","145.24","-0.26%"
"Jul 18, 2017","146.15","147.04","147.37","145.38","-0.61%"
"Jul 17, 2017","147.04","147.31","147.63","146.74","-0.23%"
"Jul 14, 2017","147.38","146.53","147.56","145.99","0.55%"
"Jul 13, 2017","146.57","145.79","146.93","145.57","0.53%"
"Jul 12, 2017","145.80","146.40","146.51","145.30","-0.41%"
"Jul 11, 2017","146.40","146.94","147.84","146.19","-0.34%"
"Jul 10, 2017","146.90","146.91","147.47","146.59","0.04%"
"Jul 07, 2017","146.84","146.87","147.66","146.47","-0.02%"
"Jul 06, 2017","146.87","146.53","147.28","146.03","0.25%"
"Jul 05, 2017","146.51","146.32","146.82","145.99","0.10%"
"Jul 04, 2017","146.36","146.73","146.97","146.00","-0.22%"
"Jul 03, 2017","146.68","145.88","146.97","145.62","0.19%"
"Jun 30, 2017","146.40","145.94","146.60","145.14","0.32%"
"Jun 29, 2017","145.93","145.12","146.56","145.04","0.53%"
"Jun 28, 2017","145.16","144.01","145.55","143.28","0.81%"
"Jun 27, 2017","144.00","142.31","144.22","141.94","1.21%"
"Jun 26, 2017","142.28","141.45","142.39","141.34","0.52%"
"Jun 23, 2017","141.54","141.20","141.93","141.02","0.25%"
"Jun 22, 2017","141.19","141.09","141.25","140.44","0.05%"
"Jun 21, 2017","141.12","140.78","141.81","139.87","0.24%"
"Jun 20, 2017","140.78","142.00","142.54","140.54","-0.90%"
"Jun 19, 2017","142.06","141.78","142.34","141.12","0.29%"
"Jun 16, 2017","141.65","141.50","142.38","141.34","0.12%"
"Jun 15, 2017","141.48","139.72","141.62","139.18","1.25%"
"Jun 14, 2017","139.73","140.37","140.92","139.09","-0.46%"
"Jun 13, 2017","140.38","139.16","140.43","138.99","0.90%"
"Jun 12, 2017","139.13","140.50","140.81","138.63","-1.07%"
"Jun 09, 2017","140.63","142.51","142.65","139.56","-1.31%"
"Jun 08, 2017","142.49","142.34","142.83","141.76","0.13%"
"Jun 07, 2017","142.31","141.28","142.41","140.72","0.75%"
"Jun 06, 2017","141.25","142.52","142.69","140.71","-0.90%"
"Jun 05, 2017","142.53","141.66","143.13","141.63","0.17%"
"Jun 02, 2017","142.29","143.49","144.01","142.04","-0.80%"
"Jun 01, 2017","143.44","142.75","143.72","142.47","0.46%"
"May 31, 2017","142.79","142.52","142.94","141.47","0.18%"
"May 30, 2017","142.53","142.85","143.14","141.81","-0.24%"
"May 29, 2017","142.87","142.59","143.13","142.35","0.22%"
"May 26, 2017","142.56","144.77","144.85","142.13","-1.49%"
"May 25, 2017","144.72","144.62","145.44","144.50","0.04%"
"May 24, 2017","144.66","144.84","145.41","144.45","-0.17%"
"May 23, 2017","144.90","144.68","145.17","143.79","0.15%"
"May 22, 2017","144.69","144.81","145.12","144.03","-0.26%"
"May 19, 2017","145.06","144.25","145.41","143.79","0.59%"
"May 18, 2017","144.21","143.71","144.84","143.34","0.33%"
"May 17, 2017","143.74","146.15","146.21","143.64","-1.63%"
"May 16, 2017","146.12","146.74","147.13","145.80","-0.40%"
"May 15, 2017","146.71","145.85","147.01","145.62","0.41%"
"May 12, 2017","146.11","146.68","146.81","145.77","-0.43%"
"May 11, 2017","146.74","147.87","147.98","146.13","-0.76%"
"May 10, 2017","147.86","147.44","148.13","147.11","0.28%"
"May 09, 2017","147.44","146.56","147.92","146.43","0.61%"
"May 08, 2017","146.55","146.66","146.81","145.64","0.15%"
"May 05, 2017","146.33","145.32","146.48","144.78","0.69%"
"May 04, 2017","145.33","145.05","145.76","144.64","0.17%"
"May 03, 2017","145.09","144.90","145.40","144.50","0.14%"
"May 02, 2017","144.89","144.14","145.14","144.02","0.53%"
"May 01, 2017","144.12","144.10","144.62","143.75","-0.24%"
"Apr 28, 2017","144.46","143.62","144.57","143.31","0.62%"
"Apr 27, 2017","143.57","142.66","143.94","142.54","0.64%"
